ozon_id,n_rows,n_answers,n_tasks,n_pages,n_projects,n_pools,active_days,span_days,skip_rate,tasks_per_page_mean,overlap_mean,overlap_std,price_mean,share_gold_tasks,share_rehab_pools,n_gold,gold_acc,gold_acc_std,gold_longest_success_streak,gold_longest_error_streak,gold_recent5_acc,gold_recent10_acc,gold_first5_acc,gold_class_gap,gold_learning_delta,n_regular,reg_agreement_proxy,reg_agreement_std,regular_answer_entropy,regular_answer_mode_share,per_task_sec_median,per_task_sec_mean,per_task_sec_std,fast_task_share,slow_task_share,mean_hour,weekend_share,answer_entropy,answer_mode_share,main_project_share,pct_label_1,answers_per_active_day,answers_per_span_day,gold_share_among_answers
3358432,17,17,17,17,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,22.621157,29.99264917647059,24.56435151535996,0.0,0.29411764705882354,10.764705882352942,1.0,0.9975025463691152,0.5294117647058824,1.0,0.5294117647058824,17.0,17.0,
3486070,237,229,237,86,3,5,4,11,0.03375527426160337,2.9156118143459917,6.447257383966245,19.472556820846613,64.43037974683544,0.046413502109704644,0.0,11.0,0.8181818181818182,0.40451991747794525,6.0,2.0,0.6,0.8,1.0,0.2222222222222222,-0.19999999999999996,205.0,0.848780487804878,0.35913973413842104,0.8390040613676977,0.7317073170731707,8.740687333333334,16.645367603174602,49.09303407889261,0.0,0.03463203463203463,13.536796536796537,0.5974025974025974,0.8425278575853589,0.7292576419213974,0.7510917030567685,0.7292576419213974,57.25,20.818181818181817,0.048034934497816595
3518937,25,25,25,25,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.758483,7.71101964,4.588154950377593,0.36,0.0,16.4,0.0,0.9988455359952018,0.52,1.0,0.48,25.0,25.0,
3525723,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,31.963807,47.822646199999994,50.70588622101582,0.0,0.6,10.0,0.0,1.0,0.5,1.0,0.5,20.0,20.0,
3548432,37,37,37,37,2,2,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,11.820483,13.910062243243244,8.965886181585315,0.05405405405405406,0.05405405405405406,5.0,0.0,0.9952525494396791,0.5405405405405406,0.6486486486486487,0.5405405405405406,37.0,37.0,
3612060,16,16,16,11,1,9,3,3,0.0,2.0,2.0,0.0,60.0,0.0,0.0,,,,,,,,,,,16.0,0.875,0.3415650255319866,0.9886994082884974,0.5625,50.09329433333333,60.28856291666666,39.80877512864531,0.0,0.8125,9.5625,0.0,0.9886994082884974,0.5625,1.0,0.5625,5.333333333333333,5.333333333333333,
3631032,4148,3857,4148,1466,3,163,14,18,0.0699132111861138,2.949373191899711,7.331243972999036,21.192543827037074,53.34132594021215,0.0860655737704918,0.05062680810028929,345.0,0.8898550724637682,0.3135250293855822,30.0,3.0,1.0,0.9,1.0,0.05569782330345707,-0.09999999999999998,3511.0,0.9213899174024495,0.26916755560863836,0.939576446564263,0.6436912560524067,64.317052,97.90766261605906,99.26663144338164,0.002202104232933692,0.835820895522388,9.679471494984096,0.0,0.9414887992720928,0.6414311641171895,0.6243194192377496,0.6414311641171895,275.5,214.27777777777777,0.08944775732434534
3635574,19,19,19,19,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,54.846857,59.31405078947369,27.13486694544122,0.0,0.8947368421052632,17.526315789473685,1.0,0.9980008838722996,0.5263157894736842,1.0,0.5263157894736842,19.0,19.0,
3636620,19,19,19,19,1,4,2,21,0.0,1.0,53.05263157894737,49.75995007612997,33.1578947368421,0.0,0.0,,,,,,,,,,,9.0,0.8888888888888888,0.3333333333333333,0.9910760598382222,0.5555555555555556,5.626431,5.977883947368421,2.48099819871307,0.42105263157894735,0.0,17.105263157894736,0.0,0.9819407868640977,0.5789473684210527,1.0,0.42105263157894735,9.5,0.9047619047619048,
3698282,8,8,8,8,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.800520000000001,13.145771,11.3869974078544,0.375,0.0,5.0,0.0,0.954434002924965,0.625,1.0,0.625,8.0,8.0,
3704055,168,136,168,93,1,25,6,12,0.19047619047619047,2.488095238095238,7.970238095238095,22.979925005020885,52.14339285714286,0.06547619047619048,0.05952380952380952,11.0,0.7272727272727273,0.4670993664969138,3.0,1.0,0.8,0.8,0.6,0.5416666666666667,0.20000000000000007,125.0,0.904,0.29577672485802853,0.9944066525627802,0.544,15.834945666666666,75.38465570833333,142.31908077845807,0.05921052631578947,0.3223684210526316,12.473684210526315,0.20394736842105263,0.9985955373409131,0.5220588235294118,1.0,0.5220588235294118,22.666666666666668,11.333333333333334,0.08088235294117647
3738006,1482,1344,1482,522,3,57,13,13,0.0931174089068826,2.9743589743589745,3.532388663967611,11.17749938346405,58.7656342780027,0.043859649122807015,0.006747638326585695,58.0,0.9137931034482759,0.28312062760626355,14.0,1.0,1.0,0.9,1.0,0.1515151515151515,-0.09999999999999998,1274.0,0.9254317111459969,0.26279662858562275,0.9922422953173871,0.5518053375196232,20.380040333333334,56.092019603009255,108.90869636965127,0.004861111111111111,0.28958333333333336,12.027083333333334,0.08333333333333333,0.9923814931996129,0.5513392857142857,0.9166666666666666,0.5513392857142857,103.38461538461539,103.38461538461539,0.043154761904761904
3740929,10008,9924,10008,3970,1,163,18,20,0.008293365307753797,2.7986610711430857,7.026978417266187,21.337552993848675,51.861981414868104,0.08143485211830535,0.05105915267785771,810.0,0.7790123456790123,0.41516852860055525,27.0,4.0,0.8,0.7,0.6,0.2021473403790136,0.09999999999999998,9102.0,0.8980443858492639,0.30260655544795967,0.8791857285752149,0.7017139090309822,12.106307000000001,24.320137913954266,45.358744392009406,0.015322984476715073,0.16484727090635953,10.359639459188783,0.3313970956434652,0.8838378773948807,0.6979040709391374,1.0,0.6979040709391374,551.3333333333334,496.2,0.08162031438935913
3808907,23,23,23,23,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,10.691,13.707878043478262,10.19565319122687,0.08695652173913043,0.043478260869565216,8.0,0.0,0.9876925088958034,0.5652173913043478,1.0,0.5652173913043478,23.0,23.0,
3818568,8653,8199,8653,4780,4,268,22,22,0.05246735236334219,2.366462498555414,4.558765745984052,14.627480042766924,57.889024615740205,0.0550098231827112,0.01849069686813822,452.0,0.915929203539823,0.2778014322766784,47.0,2.0,1.0,0.9,0.8,0.06931390977443608,0.09999999999999998,7694.0,0.9247465557577333,0.2638169996513627,0.9923041845007031,0.5515986482973746,15.963561666666667,36.10632242446142,73.12647210541165,0.007050528789659225,0.2190364277320799,12.252643948296122,0.3198589894242068,0.9929307249569275,0.5494572508842541,0.9792657641175753,0.5494572508842541,372.6818181818182,372.6818181818182,0.05512867422856446
3823496,39,39,39,39,2,2,2,9,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,22.393124,26.856294461538464,18.113422294018374,0.0,0.358974358974359,20.0,0.0,0.9957274520849255,0.5384615384615384,0.6410256410256411,0.46153846153846156,19.5,4.333333333333333,
3832065,15,15,15,15,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,27.043731,43.2032078,48.41390465526303,0.0,0.4666666666666667,11.0,0.0,0.9967916319816366,0.5333333333333333,1.0,0.4666666666666667,15.0,15.0,
3850035,19,19,19,19,1,1,2,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,72.2238345,105.40857092857142,82.54736911294,0.0,0.9285714285714286,6.928571428571429,0.0,0.9980008838722996,0.5263157894736842,1.0,0.5263157894736842,9.5,19.0,
3901687,7,7,7,7,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,31.292675,34.46989585714286,16.241879682174236,0.0,0.5714285714285714,9.0,0.0,0.9852281360342515,0.5714285714285714,1.0,0.5714285714285714,7.0,7.0,
3931361,6820,6693,6820,2484,2,121,16,20,0.018621700879765397,2.8758064516129034,10.921407624633432,27.68745883631887,53.14337536656892,0.12683284457478006,0.08988269794721408,862.0,0.7633410672853829,0.42527790698806117,34.0,5.0,0.8,0.8,0.8,0.027511961722488043,0.0,5826.0,0.8793340199107449,0.3257666602177082,0.9825620022664687,0.5775832475111569,17.500588,32.842235611849226,55.52255788990554,0.004133451431945674,0.26158842633599055,8.537201062887512,0.19264836138175376,0.9860576036342352,0.5694008665770207,0.8298222023009114,0.5694008665770207,418.3125,334.65,0.12879127446585986
4045367,3,2,3,3,2,2,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,344.727632,344.727632,,0.0,1.0,15.0,0.0,-0.0,1.0,0.5,1.0,2.0,2.0,
